Customer ID,Customer Name,Segment,Orders,Sales,Profit,Quantity,First_Order,Last_Order,Average_Order_Value,Profit_Margin,Customer_Type
DB-13060,Dave Brooks,Consumer,7,4531.646,473.0272,48,2014-01-03,2017-12-14,647.3779999999999,0.10438308729322635,Repeat Customer
DB-13120,David Bremer,Corporate,7,2973.094,-1421.7692,59,2015-01-05,2017-12-11,424.7277142857143,-0.4782119906064187,Repeat Customer
DB-13210,Dean Braden,Consumer,10,2332.577,169.9679,75,2015-03-22,2017-12-21,233.25770000000003,0.0728670050334887,Repeat Customer
DB-13270,Deborah Brumfield,Home Office,8,4655.897,841.8263999999999,52,2014-04-02,2017-07-11,581.987125,0.1808086390227275,Repeat Customer
DB-13360,Dennis Bolton,Home Office,5,1081.466,291.0085,28,2014-11-19,2017-10-04,216.29319999999998,0.269087054054404,Repeat Customer
DB-13405,Denny Blanton,Consumer,4,1711.692,438.9092,62,2015-08-08,2017-06-26,427.923,0.2564183275963199,Repeat Customer
DB-13555,Dorothy Badders,Corporate,7,3908.8028,109.32700000000001,61,2014-04-21,2017-09-14,558.4004,0.027969433505317796,Repeat Customer
DB-13615,Doug Bickford,Consumer,7,1989.05,438.80119999999994,41,2014-09-30,2017-11-27,284.15,0.22060843116060427,Repeat Customer
DB-13660,Duane Benoit,Consumer,7,1155.202,177.67350000000002,33,2014-06-17,2017-12-18,165.02885714285713,0.1538029712552437,Repeat Customer
DC-12850,Dan Campbell,Consumer,9,3336.168,-1441.6312999999998,64,2014-05-07,2017-11-23,370.68533333333335,-0.4321219135247385,Repeat Customer
DC-13285,Debra Catini,Consumer,5,1174.618,132.06820000000002,37,2014-12-29,2017-07-12,234.9236,0.11243502142824308,Repeat Customer
DD-13570,Dorothy Dickinson,Consumer,6,269.542,36.4344,33,2014-03-31,2017-11-19,44.92366666666666,0.1351715131593592,Repeat Customer
DE-13255,Deanra Eno,Home Office,5,2550.874,464.47139999999996,38,2014-05-11,2016-11-01,510.17479999999995,0.18208323892124817,Repeat Customer
DF-13135,David Flashing,Consumer,3,2390.534,-259.3097,23,2014-04-10,2016-01-30,796.8446666666667,-0.10847354607798927,Repeat Customer
DG-13300,Deirdre Greer,Corporate,5,3195.818,562.7761,39,2014-01-11,2017-11-28,639.1636000000001,0.17609766889103196,Repeat Customer
DH-13075,Dave Hallsten,Corporate,6,4932.872,1193.7404,81,2014-11-21,2017-03-28,822.1453333333334,0.24199703539844533,Repeat Customer
DH-13675,Duane Huffman,Home Office,4,1043.096,116.667,41,2014-11-28,2015-11-15,260.774,0.11184684822873446,Repeat Customer
DJ-13420,Denny Joy,Corporate,4,2012.52,483.03499999999997,20,2014-08-12,2016-02-04,503.13,0.24001500606205153,Repeat Customer
DJ-13510,Don Jones,Corporate,8,2501.6879999999996,345.2521,52,2014-08-17,2017-12-11,312.71099999999996,0.13800765722983843,Repeat Customer
DJ-13630,Doug Jacobs,Consumer,3,3356.398,731.5644,43,2015-12-14,2017-12-18,1118.7993333333334,0.2179611595525918,Repeat Customer
DK-12835,Damala Kotsonis,Corporate,12,3256.48,881.1228000000001,86,2014-03-26,2017-10-21,271.37333333333333,0.27057522232594705,Repeat Customer
DK-12895,Dana Kaydos,Consumer,5,4282.176,937.6496,65,2015-08-03,2017-12-08,856.4352000000001,0.21896568473598466,Repeat Customer
DK-12985,Darren Koutras,Consumer,5,1687.04,-107.35379999999998,32,2014-11-24,2017-12-23,337.408,-0.06363441293626707,Repeat Customer
DK-13090,Dave Kipp,Consumer,7,2650.557,536.3935,33,2015-02-03,2017-11-18,378.65099999999995,0.2023701056042183,Repeat Customer
DK-13150,David Kendrick,Corporate,2,797.832,249.9447,20,2014-05-12,2017-12-20,398.916,0.31327986342989506,Repeat Customer
DK-13225,Dean Katz,Corporate,9,4802.394,209.89940000000004,70,2014-03-14,2017-12-20,533.5993333333333,0.04370724267938033,Repeat Customer
DK-13375,Dennis Kane,Consumer,8,3318.486,377.0799,77,2014-07-09,2017-12-11,414.81075,0.11363010119675057,Repeat Customer
DL-12865,Dan Lawera,Consumer,8,1503.112,322.2449,51,2014-06-29,2017-09-21,187.889,0.21438515559718768,Repeat Customer
DL-12925,Daniel Lacy,Consumer,6,3272.2,4.213200000000029,43,2014-01-11,2017-03-11,545.3666666666667,0.0012875741091620406,Repeat Customer
DL-13315,Delfina Latchford,Consumer,8,1458.258,288.8732,74,2014-01-16,2017-11-25,182.28225,0.19809471300688902,Repeat Customer
DL-13330,Denise Leinenbach,Consumer,4,585.02,222.6812,32,2014-06-23,2017-03-11,146.255,0.38063861064578985,Repeat Customer
DL-13495,Dionis Lloyd,Corporate,8,3539.322,-52.78799999999997,33,2015-12-25,2017-10-15,442.41525,-0.014914720955030361,Repeat Customer
DM-12955,Dario Medina,Corporate,7,1322.034,108.7583,28,2014-09-12,2017-07-09,188.86200000000002,0.08226588726159842,Repeat Customer
DM-13015,Darrin Martin,Consumer,7,6345.103,1677.3931,87,2014-09-14,2017-10-23,906.4432857142857,0.2643602633400908,Repeat Customer
DM-13345,Denise Monton,Corporate,8,4074.4719999999998,1319.0586,41,2014-03-11,2017-08-12,509.30899999999997,0.32373730878504015,Repeat Customer
DM-13525,Don Miller,Corporate,3,1376.792,199.7688,33,2014-05-07,2016-05-09,458.93066666666664,0.1450972986478713,Repeat Customer
DN-13690,Duane Noonan,Consumer,7,2139.79,540.5405000000001,41,2014-08-10,2017-05-27,305.6842857142857,0.25261380789703664,Repeat Customer
DO-13435,Denny Ordway,Consumer,9,1300.0315,-38.90860000000001,48,2014-03-10,2017-08-19,144.44794444444446,-0.029928967105797056,Repeat Customer
DO-13645,Doug O'Connell,Consumer,7,1267.316,294.0676,36,2015-07-11,2017-11-27,181.04514285714285,0.23203968071104603,Repeat Customer
DP-13000,Darren Powers,Consumer,9,1050.636,241.4524,58,2014-03-01,2017-08-26,116.73733333333332,0.22981546415694876,Repeat Customer
DP-13105,Dave Poirier,Corporate,8,2215.002,563.1761,63,2015-08-22,2017-12-24,276.87525,0.2542553460448343,Repeat Customer
DP-13165,David Philippe,Consumer,2,1058.616,-40.93759999999999,20,2014-02-12,2015-10-10,529.308,-0.03867086837909118,Repeat Customer
DP-13390,Dennis Pardue,Home Office,9,5480.723999999999,1571.8318,50,2014-05-07,2017-06-01,608.9693333333332,0.28679273030351465,Repeat Customer
DR-12880,Dan Reichenbach,Corporate,9,6528.034000000001,1641.8613,103,2015-09-25,2017-12-27,725.3371111111112,0.25150930586452214,Repeat Customer
DR-12940,Daniel Raglin,Home Office,8,8350.868,2869.0759999999996,57,2014-03-28,2017-11-08,1043.8585,0.3435662017409447,Repeat Customer
DS-13030,Darrin Sayre,Home Office,4,1762.213,193.3319,54,2014-09-07,2017-09-28,440.55325,0.10970972294495614,Repeat Customer
DS-13180,David Smith,Corporate,9,2881.8128,163.6993,68,2014-04-28,2017-07-12,320.2014222222222,0.05680427958401739,Repeat Customer
DV-13045,Darrin Van Huff,Corporate,5,1119.483,-427.184,28,2016-09-23,2017-11-12,223.89659999999998,-0.38159043058268866,Repeat Customer
DV-13465,Dianna Vittorini,Consumer,6,3341.587,353.2127,62,2014-06-22,2017-11-06,556.9311666666666,0.10570208107704512,Repeat Customer
DW-13195,David Wiener,Corporate,6,1080.751,-86.87379999999999,39,2014-01-18,2017-10-22,180.12516666666667,-0.0803828078808162,Repeat Customer
DW-13480,Dianna Wilson,Home Office,5,5271.628,1348.7556,38,2014-01-06,2017-05-27,1054.3256,0.2558518165545824,Repeat Customer
DW-13540,Don Weiss,Consumer,5,344.08,69.6672,21,2016-01-04,2017-09-23,68.816,0.2024738432922576,Repeat Customer
DW-13585,Dorothy Wardle,Corporate,7,1204.854,-266.8966,44,2014-08-24,2017-04-14,172.122,-0.221517793857181,Repeat Customer
Dl-13600,Dorris liebe,Corporate,5,755.602,175.2388,19,2014-01-07,2017-08-06,151.1204,0.2319194496573593,Repeat Customer
Dp-13240,Dean percer,Home Office,11,7198.7609999999995,333.36479999999995,99,2014-05-26,2017-09-15,654.4328181818181,0.04630863561104473,Repeat Customer
EA-14035,Erin Ashbrook,Corporate,13,2846.705,-52.74059999999998,87,2014-01-11,2017-07-31,218.97730769230768,-0.018526893373215694,Repeat Customer
EB-13705,Ed Braxton,Corporate,9,3644.978,13.621500000000005,55,2014-08-07,2017-12-11,404.99755555555555,0.0037370595926779267,Repeat Customer
EB-13750,Edward Becker,Corporate,10,3236.314,-80.28599999999999,91,2015-05-06,2017-11-25,323.6314,-0.02480785239009564,Repeat Customer
EB-13840,Ellis Ballard,Corporate,5,4358.128,656.1988,41,2014-05-30,2017-01-10,871.6256,0.1505689598836932,Repeat Customer
EB-13870,Emily Burns,Consumer,10,2767.219,261.5315,41,2014-05-05,2017-10-03,276.7219,0.0945105898738047,Repeat Customer
EB-13930,Eric Barreto,Consumer,5,944.6000000000001,0.6042000000000058,24,2014-02-02,2017-07-22,188.92000000000002,0.0006396358246877046,Repeat Customer
EB-13975,Erica Bern,Corporate,4,1643.255,162.8781,18,2016-04-01,2017-12-30,410.81375,0.09911918722292035,Repeat Customer
EB-14110,Eugene Barchas,Consumer,6,3071.126,184.7656,30,2015-04-13,2017-08-09,511.8543333333334,0.06016216853362578,Repeat Customer
EB-14170,Evan Bailliet,Consumer,6,1186.326,282.1701,20,2014-09-29,2017-09-10,197.721,0.23785207438764722,Repeat Customer
EC-14050,Erin Creighton,Consumer,5,461.914,96.4256,37,2014-12-17,2017-07-31,92.3828,0.20875227856267617,Repeat Customer
ED-13885,Emily Ducich,Home Office,8,3484.92,670.4435000000001,54,2014-09-08,2017-08-17,435.615,0.19238418672451593,Repeat Customer
EG-13900,Emily Grady,Consumer,5,1832.02,104.2656,44,2015-02-11,2017-11-17,366.404,0.05691291579786247,Repeat Customer
EH-13765,Edward Hooks,Corporate,12,10310.880000000001,1393.5154,120,2014-10-18,2017-08-17,859.2400000000001,0.13514999689648216,Repeat Customer
EH-13945,Eric Hoffmann,Consumer,8,684.1709999999999,53.53980000000001,72,2014-02-07,2017-05-27,85.52137499999999,0.07825499765409527,Repeat Customer
EH-13990,Erica Hackney,Consumer,6,825.9499999999999,150.3759,20,2014-01-15,2016-11-20,137.65833333333333,0.1820641685332042,Repeat Customer
EH-14005,Erica Hernandez,Home Office,7,1219.53,-94.14079999999997,50,2014-05-13,2017-12-28,174.21857142857144,-0.07719432896279713,Repeat Customer
EH-14125,Eugene Hildebrand,Home Office,10,3082.653,96.27019999999999,76,2014-10-19,2017-07-31,308.26529999999997,0.031229658349480136,Repeat Customer
EH-14185,Evan Henry,Consumer,6,923.884,242.1107,22,2014-05-22,2017-09-16,153.98066666666668,0.26205746608881636,Repeat Customer
EJ-13720,Ed Jacobs,Consumer,4,2162.174,387.0176,31,2014-01-27,2017-03-03,540.5435,0.17899466000423647,Repeat Customer
EJ-14155,Eva Jacobs,Consumer,5,2656.691,451.87550000000005,31,2014-03-03,2017-05-14,531.3381999999999,0.17008959641900398,Repeat Customer
EK-13795,Eileen Kiefer,Home Office,4,1303.478,97.10659999999999,18,2014-03-18,2017-11-16,325.8695,0.07449807361535828,Repeat Customer
EL-13735,Ed Ludwig,Home Office,2,124.28,27.1154,9,2016-04-22,2017-10-14,62.14,0.21817991631799163,Repeat Customer
EM-13810,Eleni McCrary,Corporate,5,2567.0099999999998,-133.8275,23,2015-07-06,2017-08-20,513.4019999999999,-0.052133610698828596,Repeat Customer
EM-13825,Elizabeth Moffitt,Corporate,8,2339.598,682.5541999999999,57,2014-02-12,2017-07-20,292.44975,0.2917399484868768,Repeat Customer
EM-13960,Eric Murdock,Consumer,5,933.704,102.29599999999999,18,2015-01-10,2017-01-08,186.74079999999998,0.10955934643098883,Repeat Customer
EM-14065,Erin Mull,Consumer,4,228.99,40.15459999999999,22,2014-07-22,2017-11-13,57.2475,0.17535525568802124,Repeat Customer
EM-14095,Eudokia Martin,Corporate,4,1041.0420000000001,240.2362,34,2015-07-08,2017-08-09,260.26050000000004,0.23076513723749856,Repeat Customer
EM-14140,Eugene Moren,Home Office,6,4588.436000000001,1319.3655,74,2014-07-19,2017-12-11,764.7393333333334,0.2875414411359339,Repeat Customer
EM-14200,Evan Minnotte,Home Office,3,366.822,21.7721,13,2015-12-20,2017-07-25,122.274,0.05935331032489872,Repeat Customer
EN-13780,Edward Nazzal,Consumer,4,2199.366,496.1131,27,2015-05-30,2017-03-18,549.8415,0.22557095999483487,Repeat Customer
EP-13915,Emily Phan,Consumer,17,5478.0608,144.9578,124,2014-06-07,2017-12-18,322.23887058823533,0.026461517185059354,Repeat Customer
ER-13855,Elpida Rittenbach,Corporate,3,1245.788,-295.7398,27,2015-12-21,2016-06-09,415.2626666666667,-0.2373917552585191,Repeat Customer
ES-14020,Erica Smith,Consumer,5,3510.4579999999996,1003.2935,31,2014-09-20,2017-11-20,702.0916,0.285801311395835,Repeat Customer
ES-14080,Erin Smith,Corporate,9,4657.924,246.6661,77,2014-02-10,2017-09-19,517.5471111111111,0.052956231145033714,Repeat Customer
FA-14230,Frank Atkinson,Corporate,7,2984.054,520.5229,58,2014-09-19,2017-09-24,426.2934285714286,0.1744348125067442,Repeat Customer
FC-14245,Frank Carlisle,Home Office,7,3418.742,1217.1662000000001,50,2015-06-13,2017-10-21,488.39171428571433,0.3560275095342088,Repeat Customer
FC-14335,Fred Chung,Corporate,7,3889.366,714.2926,37,2014-10-10,2017-06-29,555.6237142857143,0.18365270843628498,Repeat Customer
FG-14260,Frank Gastineau,Home Office,7,1383.144,394.73969999999997,48,2014-05-21,2017-11-26,197.592,0.2853930610261838,Repeat Customer
FH-14275,Frank Hawley,Corporate,10,4256.272,1073.2676,65,2014-06-04,2017-11-23,425.6272,0.2521614220143825,Repeat Customer
FH-14350,Fred Harton,Consumer,4,2271.284,706.289,52,2015-08-23,2017-02-13,567.821,0.3109646349817988,Repeat Customer
FH-14365,Fred Hopkins,Corporate,8,6987.196,2050.2826,52,2014-10-20,2017-12-25,873.3995,0.2934342474434666,Repeat Customer
FM-14215,Filia McAdams,Corporate,10,2456.638,249.6808,48,2014-06-13,2017-12-23,245.66379999999998,0.10163516155005337,Repeat Customer
FM-14290,Frank Merwin,Home Office,9,3736.198,198.10949999999997,79,2014-08-26,2017-11-24,415.1331111111111,0.05302435791679134,Repeat Customer
FM-14380,Fred McMath,Consumer,9,2523.266,191.4898,53,2015-09-10,2017-07-08,280.3628888888889,0.07588966046385914,Repeat Customer
FO-14305,Frank Olsen,Consumer,10,2678.438,215.59689999999998,60,2014-09-06,2017-11-22,267.8438,0.08049351898382563,Repeat Customer
FP-14320,Frank Preis,Consumer,8,4046.746,406.44730000000004,54,2014-07-12,2017-07-12,505.84325,0.1004380556625002,Repeat Customer
FW-14395,Fred Wasserman,Corporate,3,79.75,23.491300000000003,9,2015-03-22,2017-02-01,26.583333333333332,0.2945617554858935,Repeat Customer
GA-14515,George Ashbrook,Consumer,8,3919.7760000000003,840.899,48,2014-05-18,2017-06-24,489.97200000000004,0.21452730972382095,Repeat Customer
GA-14725,Guy Armstrong,Consumer,11,1398.382,136.70790000000002,79,2014-03-30,2017-12-25,127.12563636363637,0.09776148434404906,Repeat Customer
GB-14530,George Bell,Corporate,11,1568.44,7.837100000000003,62,2014-04-28,2017-10-29,142.58545454545455,0.004996748361429193,Repeat Customer
GB-14575,Giulietta Baptist,Consumer,5,4716.288,1135.8393,63,2015-09-21,2017-12-17,943.2575999999999,0.24083332061146398,Repeat Customer
GD-14590,Giulietta Dortch,Corporate,4,1888.07,230.93729999999996,25,2014-05-05,2017-12-25,472.0175,0.12231395022430311,Repeat Customer
GG-14650,Greg Guthrie,Corporate,9,2224.0,12.698500000000008,92,2014-10-31,2017-11-17,247.11111111111111,0.005709757194244608,Repeat Customer
GH-14410,Gary Hansen,Home Office,9,2819.4669999999996,-576.8335,65,2014-03-08,2017-10-16,313.2741111111111,-0.2045895554017834,Repeat Customer
GH-14425,Gary Hwang,Consumer,4,4172.8460000000005,1176.4181,51,2014-06-17,2017-10-11,1043.2115000000001,0.2819222420381677,Repeat Customer
GH-14485,Gene Hale,Corporate,2,1361.2440000000001,-95.4498,15,2015-08-10,2016-08-12,680.6220000000001,-0.07011953771697065,Repeat Customer
GH-14665,Greg Hansen,Consumer,2,146.94080000000002,-5.810200000000001,9,2015-11-17,2017-12-28,73.47040000000001,-0.03954109410048128,Repeat Customer
GK-14620,Grace Kelly,Corporate,9,6497.27,1448.5525,66,2014-06-25,2017-09-09,721.9188888888889,0.2229478688741579,Repeat Customer
GM-14440,Gary McGarr,Consumer,7,3582.8199999999997,347.266,43,2014-03-21,2017-08-10,511.83142857142855,0.09692532697707394,Repeat Customer
GM-14455,Gary Mitchum,Home Office,6,3078.624,793.2814000000001,54,2014-11-04,2017-12-14,513.1039999999999,0.25767401280572105,Repeat Customer
GM-14500,Gene McClure,Consumer,10,1255.682,441.3185,53,2014-09-08,2017-09-15,125.5682,0.3514572160785931,Repeat Customer
GM-14680,Greg Matthias,Consumer,6,3163.628,35.48649999999999,31,2014-10-05,2017-07-31,527.2713333333334,0.01121702678064551,Repeat Customer
GM-14695,Greg Maxwell,Corporate,3,6049.966,188.7235,44,2014-05-04,2017-04-09,2016.6553333333334,0.031194142248072137,Repeat Customer
GP-14740,Guy Phonely,Corporate,2,236.53,31.837600000000002,21,2014-06-04,2015-11-26,118.265,0.13460279879930664,Repeat Customer
GR-14560,Georgia Rosenberg,Corporate,2,1284.38,359.83320000000003,23,2014-11-19,2014-11-21,642.19,0.2801610115386412,Repeat Customer
GT-14635,Grant Thornton,Corporate,3,9351.212,-4108.6589,26,2014-06-06,2017-04-11,3117.0706666666665,-0.4393718054943039,Repeat Customer
GT-14710,Greg Tran,Consumer,11,11820.119999999999,2163.4269,106,2014-05-23,2017-11-24,1074.5563636363636,0.18302918244484828,Repeat Customer
GT-14755,Guy Thornton,Consumer,4,226.436,-6.139200000000002,23,2015-02-18,2017-11-26,56.609,-0.027112296631277722,Repeat Customer
GW-14605,Giulietta Weimer,Consumer,7,2189.019,-268.54229999999995,43,2014-01-03,2017-07-29,312.717,-0.12267700737179531,Repeat Customer
GZ-14470,Gary Zandusky,Consumer,9,4355.150000000001,1087.7539,48,2014-05-08,2017-12-23,483.9055555555556,0.24976267177938757,Repeat Customer
GZ-14545,George Zrebassa,Corporate,4,2454.6220000000003,828.661,25,2014-09-28,2017-10-06,613.6555000000001,0.3375921017574192,Repeat Customer
HA-14905,Helen Abelman,Consumer,7,2163.3,270.8574,45,2014-06-30,2017-10-22,309.04285714285714,0.12520565802246567,Repeat Customer
HA-14920,Helen Andreada,Consumer,8,2584.158,99.1445,72,2014-11-10,2017-11-09,323.01975,0.03836626862598959,Repeat Customer
HD-14785,Harold Dahlen,Home Office,3,251.36,-135.87599999999998,31,2014-11-05,2015-11-22,83.78666666666668,-0.540563335455124,Repeat Customer
HE-14800,Harold Engle,Corporate,4,883.5319999999999,274.4028,44,2016-01-30,2017-12-18,220.88299999999998,0.3105748292082234,Repeat Customer
HF-14995,Herbert Flentye,Consumer,7,2533.1639999999998,-13.876799999999989,70,2014-05-26,2017-09-12,361.8805714285714,-0.0054780503749461106,Repeat Customer
HG-14845,Harry Greene,Consumer,5,785.628,147.0032,31,2014-04-29,2017-09-10,157.12560000000002,0.18711553050553187,Repeat Customer
HG-14965,Henry Goldwyn,Corporate,12,3247.642,-2797.9635000000003,68,2014-09-20,2017-07-12,270.6368333333333,-0.8615369243284822,Repeat Customer
HG-15025,Hunter Glantz,Consumer,7,3690.284,804.6113,38,2014-10-14,2017-12-24,527.1834285714286,0.2180350618001216,Repeat Customer
HH-15010,Hilary Holden,Corporate,2,218.668,86.7342,20,2014-08-29,2017-10-19,109.334,0.3966478862933763,Repeat Customer
HJ-14875,Heather Jas,Home Office,5,358.1,98.6548,21,2015-04-13,2017-08-26,71.62,0.2754951130969003,Repeat Customer
HK-14890,Heather Kirkland,Corporate,8,4877.784,956.9451,64,2014-10-06,2017-03-26,609.723,0.19618439438892746,Repeat Customer
HL-15040,Hunter Lopez,Consumer,6,12873.297999999999,5622.4292000000005,50,2014-01-20,2017-11-17,2145.5496666666663,0.4367512660702798,Repeat Customer
HM-14860,Harry Marie,Corporate,10,8236.7648,2437.9836,76,2014-07-21,2017-12-28,823.6764800000001,0.29598800733025665,Repeat Customer
HM-14980,Henry MacAllister,Consumer,4,736.276,117.2755,29,2015-02-10,2017-11-04,184.069,0.15928198121356665,Repeat Customer
HP-14815,Harold Pawlan,Home Office,7,1990.314,373.8637,44,2014-06-05,2017-11-30,284.33057142857143,0.18784156670756472,Repeat Customer
HR-14770,Hallie Redmond,Home Office,5,1299.288,185.5794,38,2014-01-03,2017-12-17,259.8576,0.14283161239078634,Repeat Customer
HR-14830,Harold Ryan,Corporate,7,5248.787,1196.9504,51,2014-11-24,2017-07-24,749.8267142857143,0.2280432412288782,Repeat Customer
HW-14935,Helen Wasserman,Corporate,8,9300.254,2164.1611,85,2015-09-27,2017-08-18,1162.53175,0.23269913918480073,Repeat Customer
HZ-14950,Henia Zydlo,Consumer,5,886.52,-130.3879,21,2016-03-14,2017-11-25,177.304,-0.14707835130623112,Repeat Customer
IG-15085,Ivan Gibson,Consumer,4,744.574,320.4982,19,2014-10-18,2017-10-20,186.1435,0.4304450598597319,Repeat Customer
IL-15100,Ivan Liston,Consumer,7,5040.736,1121.937,60,2014-01-08,2017-10-08,720.1051428571428,0.22257404474267248,Repeat Customer
IM-15055,Ionia McGrath,Consumer,3,2872.63,975.7701,19,2014-01-23,2016-11-16,957.5433333333334,0.33967830872754234,Repeat Customer
IM-15070,Irene Maddox,Consumer,7,4930.474,514.6527,93,2014-12-19,2016-06-23,704.3534285714286,0.10438199248185874,Repeat Customer
JA-15970,Joseph Airdo,Consumer,8,6491.026,-819.4217000000001,87,2014-09-17,2017-09-29,811.37825,-0.12623916465594193,Repeat Customer
JB-15400,Jennifer Braxton,Corporate,10,1791.605,156.05319999999998,43,2014-09-14,2017-12-23,179.1605,0.08710245841019643,Repeat Customer
JB-15925,Joni Blumstein,Consumer,3,900.552,-286.9808,32,2014-05-12,2015-12-24,300.184,-0.3186721033321785,Repeat Customer
JB-16000,Joy Bell-,Consumer,7,644.1188,126.76490000000001,32,2016-10-01,2017-11-17,92.01697142857142,0.19680360206843833,Repeat Customer
JB-16045,Julia Barnett,Home Office,5,2518.115,201.51850000000002,32,2015-03-05,2017-12-23,503.62299999999993,0.08002752058583505,Repeat Customer
JC-15340,Jasper Cacioppo,Consumer,4,71.263,-0.35560000000000036,12,2014-01-28,2017-07-09,17.81575,-0.0049899667429100705,Repeat Customer
JC-15385,Jenna Caffey,Consumer,1,1058.108,502.92440000000005,14,2017-08-07,2017-08-07,1058.108,0.4753053563530378,One-Time Customer
JC-15775,John Castell,Consumer,9,2772.055,279.56919999999997,64,2014-09-14,2017-07-25,308.00611111111107,0.10085268870927885,Repeat Customer
JC-16105,Julie Creighton,Corporate,5,858.576,201.5952,43,2014-11-18,2017-10-23,171.7152,0.23480181137138703,Repeat Customer
JD-15790,John Dryer,Consumer,5,2152.352,-266.55249999999995,26,2015-02-04,2017-04-09,430.4704,-0.12384242911940053,Repeat Customer
JD-15895,Jonathan Doherty,Corporate,11,7610.8640000000005,1050.2667999999999,150,2014-03-26,2016-10-31,691.8967272727273,0.1379957387229623,Repeat Customer
JD-16015,Joy Daniels,Consumer,6,385.43,26.7605,39,2014-04-10,2017-11-07,64.23833333333333,0.06943024673741016,Repeat Customer
JD-16060,Julia Dunbar,Consumer,3,695.442,111.11410000000001,17,2014-09-24,2017-05-03,231.814,0.15977479070864287,Repeat Customer
JD-16150,Justin Deggeller,Corporate,8,8828.0305,1619.5199,60,2014-11-16,2017-11-19,1103.5038125,0.18345200551810506,Repeat Customer
JE-15475,Jeremy Ellison,Consumer,6,1388.682,276.2197,49,2015-03-16,2017-06-20,231.447,0.19890781330787033,Repeat Customer
JE-15610,Jim Epp,Corporate,7,7754.976,1623.4019,74,2014-10-14,2017-12-11,1107.8537142857142,0.20933680516870717,Repeat Customer
JE-15715,Joe Elijah,Consumer,10,8697.842999999999,1262.2926,97,2014-08-25,2017-11-14,869.7842999999999,0.14512708495658064,Repeat Customer
JE-15745,Joel Eaton,Consumer,13,6760.8150000000005,221.79670000000002,90,2014-06-22,2017-09-22,520.0626923076924,0.03280620753562995,Repeat Customer
JE-16165,Justin Ellison,Corporate,3,2697.248,789.6476,34,2016-05-12,2017-10-20,899.0826666666667,0.2927604728968193,Repeat Customer
JF-15190,Jamie Frazer,Consumer,7,2279.5860000000002,575.1259,72,2014-11-15,2017-10-26,325.6551428571429,0.2522940130357003,Repeat Customer
JF-15295,Jason Fortune-,Consumer,5,955.124,97.28899999999999,42,2014-03-14,2017-05-19,191.0248,0.1018600726188432,Repeat Customer
JF-15355,Jay Fein,Consumer,6,1911.844,330.199,58,2015-10-23,2017-09-16,318.6406666666667,0.17271231334774176,Repeat Customer
JF-15415,Jennifer Ferguson,Consumer,6,2371.448,635.6376,69,2014-06-17,2017-12-28,395.24133333333333,0.2680377558352534,Repeat Customer
JF-15490,Jeremy Farry,Consumer,11,1082.918,-18.06730000000001,36,2014-10-19,2017-08-31,98.4470909090909,-0.016683904044442897,Repeat Customer
JF-15565,Jill Fjeld,Consumer,8,4198.332,1073.2088,67,2014-11-10,2017-06-11,524.7915,0.2556274253679795,Repeat Customer
JG-15115,Jack Garza,Consumer,3,2358.676,684.1911,20,2014-08-10,2015-03-12,786.2253333333333,0.2900742196045578,Repeat Customer
JG-15160,James Galang,Consumer,11,6366.392,1415.6664,70,2014-05-30,2017-12-29,578.762909090909,0.22236557221107342,Repeat Customer
JG-15310,Jason Gross,Corporate,6,2240.58,3.7976000000000063,46,2016-03-03,2017-12-28,373.43,0.0016949182800881943,Repeat Customer
JG-15805,John Grady,Corporate,6,1507.018,206.1019,46,2014-05-04,2017-05-21,251.16966666666667,0.13676140563682715,Repeat Customer
JH-15430,Jennifer Halladay,Consumer,4,309.281,-24.077100000000005,29,2014-02-24,2017-12-25,77.32025,-0.07784862309679548,Repeat Customer
JH-15820,John Huston,Consumer,6,528.91,26.082199999999997,29,2014-05-19,2017-09-07,88.15166666666666,0.049313115652946625,Repeat Customer
JH-15910,Jonathan Howell,Consumer,7,959.477,-13.554499999999996,35,2015-09-13,2017-12-05,137.06814285714285,-0.014126967087277752,Repeat Customer
JH-15985,Joseph Holt,Consumer,6,7954.9980000000005,-644.6982,64,2014-09-08,2017-01-12,1325.833,-0.08104316305296369,Repeat Customer
JH-16180,Justin Hirsh,Consumer,4,2256.3940000000002,-96.95300000000002,28,2015-01-11,2016-11-21,564.0985000000001,-0.0429681163839294,Repeat Customer
JJ-15445,Jennifer Jackson,Consumer,5,709.178,200.5558,25,2015-05-03,2016-06-16,141.8356,0.28280036887777116,Repeat Customer
JJ-15760,Joel Jenkins,Home Office,2,195.0,34.449200000000005,11,2015-05-10,2015-08-12,97.5,0.17666256410256412,Repeat Customer
JK-15205,Jamie Kunitz,Consumer,5,4427.142,1219.983,67,2014-11-07,2017-10-30,885.4284,0.2755689788129678,Repeat Customer
JK-15325,Jason Klamczynski,Corporate,3,383.812,55.32769999999999,15,2014-11-21,2017-03-18,127.93733333333334,0.14415312705178573,Repeat Customer
JK-15370,Jay Kimmel,Consumer,8,2709.632,330.2838,72,2014-11-04,2017-11-16,338.704,0.12189249315036137,Repeat Customer
JK-15625,Jim Karlsson,Consumer,7,3760.028,750.9485,44,2014-05-31,2017-10-30,537.1468571428571,0.19971885847658583,Repeat Customer
JK-15640,Jim Kriz,Home Office,9,4760.434,1172.5303,41,2014-09-19,2017-03-07,528.9371111111111,0.24630743751515088,Repeat Customer
